epoch,train_loss,train_acc,val_loss,val_acc,val_f1_macro,val_error_rate,lr,epoch_time_s,throughput_img_s,is_best
1,1.183873,0.640485,0.120807,0.961816,0.96173,0.038184,0.018760251503553853,176.15,996.8,1
2,0.070959,0.978426,0.062841,0.981651,0.981598,0.018349,0.0375,171.62,1023.1,1
3,0.040238,0.987875,0.046238,0.987033,0.986965,0.012967,0.0373821039354983,167.11,1050.7,1
4,0.028199,0.991366,0.032958,0.991594,0.991609,0.008406,0.03702989835340919,161.41,1087.8,1
5,0.022557,0.993348,0.03324,0.991389,0.991353,0.008611,0.03644781244328189,160.79,1092.0,0
6,0.018912,0.994276,0.029701,0.992005,0.992024,0.007995,0.03564316627317036,160.59,1093.4,1
7,0.016894,0.995,0.028705,0.991492,0.991491,0.008508,0.03462607873553033,160.65,1093.0,0
8,0.015324,0.995655,0.030008,0.992261,0.992273,0.007739,0.03340934029627556,160.62,1093.2,1
9,0.014762,0.995791,0.022235,0.993491,0.993512,0.006509,0.032008252147247764,160.6,1093.3,1
10,0.012421,0.996497,0.020422,0.994311,0.994292,0.005689,0.030440433784851253,160.7,1092.6,1
11,0.011909,0.9966,0.021383,0.994106,0.994118,0.005894,0.02872560143466256,160.58,1093.4,0
12,0.011103,0.996856,0.02081,0.99467,0.994682,0.00533,0.02688532010845421,160.66,1092.9,1
13,0.010665,0.996953,0.01964,0.994721,0.994733,0.005279,0.024942732411659386,162.17,1082.7,1
14,0.009771,0.997261,0.020591,0.994567,0.994563,0.005433,0.022922267511680892,160.98,1090.7,0
15,0.007993,0.997881,0.017809,0.995285,0.995285,0.004715,0.02084933392693702,160.58,1093.4,1
16,0.007414,0.99791,0.021313,0.994157,0.994149,0.005843,0.01875,160.39,1094.7,0
17,0.007042,0.998001,0.020272,0.99467,0.994659,0.00533,0.016650666073062977,160.6,1093.3,0
18,0.005902,0.998405,0.018106,0.994926,0.994955,0.005074,0.014577732488319105,160.54,1093.7,0
19,0.005043,0.998662,0.01816,0.995643,0.995658,0.004357,0.012557267588340623,160.86,1091.5,1
20,0.00396,0.999026,0.018391,0.995131,0.995139,0.004869,0.010614679891545785,160.61,1093.2,0
21,0.00325,0.999174,0.016832,0.995746,0.995767,0.004254,0.008774398565337441,160.68,1092.8,1
22,0.002951,0.999334,0.017313,0.9959,0.995923,0.0041,0.007059566215148747,160.49,1094.0,1
23,0.002733,0.999402,0.016646,0.995951,0.995971,0.004049,0.005491747852752235,160.44,1094.4,1
24,0.002377,0.999499,0.016869,0.996156,0.996171,0.003844,0.004090659703724441,160.53,1093.8,1
25,0.00207,0.999613,0.016993,0.995848,0.995868,0.004152,0.0028739212644696725,160.41,1094.6,0
26,0.00208,0.999533,0.016713,0.995848,0.995864,0.004152,0.001856833726829643,160.63,1093.1,0
27,0.001867,0.999658,0.016876,0.996002,0.996023,0.003998,0.001052187556718108,160.62,1093.2,0
28,0.001788,0.999698,0.017035,0.9959,0.995911,0.0041,0.0004701016465908071,160.58,1093.4,0
29,0.001763,0.999664,0.016568,0.995951,0.995962,0.004049,0.00011789606450170116,160.51,1093.9,0
30,0.001847,0.999596,0.016755,0.995797,0.995813,0.004203,0.0,160.41,1094.6,0
