epoch,train_loss,train_acc,val_loss,val_acc,val_f1_macro,val_error_rate,lr,epoch_time_s,throughput_img_s,is_best
1,0.238673,0.937255,0.032926,0.990108,0.990108,0.009892,0.018760251503553853,216.54,810.9,1
2,0.034373,0.989976,0.032123,0.990877,0.990888,0.009123,0.0375,203.29,863.7,1
3,0.025049,0.99259,0.025951,0.993081,0.99311,0.006919,0.0373821039354983,204.82,857.3,1
4,0.017993,0.994686,0.019737,0.99426,0.994251,0.00574,0.03702989835340919,208.53,842.0,1
5,0.014735,0.995825,0.019161,0.995336,0.99535,0.004664,0.03644781244328189,208.2,843.3,1
6,0.012439,0.996196,0.021138,0.994516,0.99454,0.005484,0.03564316627317036,209.47,838.2,0
7,0.011904,0.996537,0.018047,0.994977,0.994975,0.005023,0.03462607873553033,208.64,841.6,0
8,0.011434,0.996685,0.01762,0.995695,0.995726,0.004305,0.03340934029627556,208.82,840.8,1
9,0.009598,0.997226,0.021327,0.994516,0.994502,0.005484,0.032008252147247764,204.66,857.9,0
10,0.008269,0.99783,0.014957,0.9959,0.995913,0.0041,0.030440433784851253,204.24,859.7,1
11,0.008295,0.997648,0.022178,0.994055,0.994009,0.005945,0.02872560143466256,200.37,876.3,0
12,0.008332,0.997693,0.016217,0.995643,0.995655,0.004357,0.02688532010845421,198.26,885.6,0
13,0.007708,0.997853,0.016338,0.995285,0.995308,0.004715,0.024942732411659386,198.39,885.1,0
14,0.0065,0.99816,0.020617,0.994311,0.99432,0.005689,0.022922267511680892,197.21,890.3,0
15,0.006113,0.998343,0.018133,0.995028,0.995039,0.004972,0.02084933392693702,197.25,890.1,0
16,0.005317,0.998548,0.015487,0.996207,0.996208,0.003793,0.01875,198.0,886.8,1
17,0.004243,0.998832,0.013486,0.996822,0.996841,0.003178,0.016650666073062977,209.07,839.8,1
18,0.004282,0.998821,0.014556,0.99631,0.996321,0.00369,0.014577732488319105,203.7,862.0,0
19,0.002934,0.999277,0.013404,0.996874,0.996879,0.003126,0.012557267588340623,204.27,859.6,1
20,0.002437,0.999368,0.01766,0.995643,0.995613,0.004357,0.010614679891545785,199.93,878.2,0
21,0.001747,0.999584,0.013534,0.996566,0.99658,0.003434,0.008774398565337441,202.41,867.4,0
22,0.001285,0.99971,0.013208,0.997181,0.997191,0.002819,0.007059566215148747,206.0,852.4,1
23,0.001065,0.999772,0.012438,0.997181,0.997191,0.002819,0.005491747852752235,204.5,858.6,0
24,0.000765,0.999841,0.013535,0.99713,0.997142,0.00287,0.004090659703724441,201.41,871.8,0
25,0.000682,0.99988,0.013594,0.997079,0.997091,0.002921,0.0028739212644696725,200.59,875.4,0
26,0.00065,0.999892,0.014322,0.996925,0.996938,0.003075,0.001856833726829643,207.42,846.5,0
27,0.000522,0.999909,0.013902,0.997079,0.997095,0.002921,0.001052187556718108,209.94,836.4,0
28,0.000461,0.999926,0.013924,0.996976,0.996993,0.003024,0.0004701016465908071,202.49,867.1,0
29,0.000436,0.999949,0.013866,0.99713,0.997143,0.00287,0.00011789606450170116,200.64,875.1,0
30,0.000489,0.99992,0.0139,0.997232,0.997245,0.002768,0.0,201.01,873.5,1
