epoch,train_loss,train_acc,val_loss,val_acc,val_f1_macro,val_error_rate,lr,epoch_time_s,throughput_img_s,is_best
1,0.23822,0.936845,0.029864,0.991646,0.991679,0.008354,0.018760251503553853,217.17,808.5,1
2,0.033523,0.989823,0.036017,0.989391,0.989419,0.010609,0.0375,203.52,862.7,0
3,0.02609,0.992516,0.023253,0.992978,0.992981,0.007022,0.0373821039354983,200.92,873.9,1
4,0.016712,0.995108,0.018868,0.994516,0.994534,0.005484,0.03702989835340919,200.01,877.9,1
5,0.015048,0.995603,0.026286,0.992773,0.992773,0.007227,0.03644781244328189,198.27,885.6,0
6,0.013579,0.99615,0.018746,0.994567,0.99459,0.005433,0.03564316627317036,204.59,858.2,1
7,0.011384,0.996765,0.019857,0.994721,0.994736,0.005279,0.03462607873553033,205.35,855.0,1
8,0.010292,0.997021,0.017704,0.995387,0.995401,0.004613,0.03340934029627556,207.17,847.5,1
9,0.010146,0.997073,0.017836,0.994875,0.994883,0.005125,0.032008252147247764,206.03,852.2,0
10,0.009621,0.997266,0.027123,0.992466,0.992474,0.007534,0.030440433784851253,204.92,856.8,0
11,0.008123,0.997756,0.01904,0.995028,0.995044,0.004972,0.02872560143466256,208.16,843.5,0
12,0.008609,0.99754,0.020482,0.994055,0.994061,0.005945,0.02688532010845421,207.88,844.7,0
13,0.007321,0.997944,0.017071,0.995848,0.995863,0.004152,0.024942732411659386,207.06,848.0,1
14,0.006964,0.998098,0.017966,0.994977,0.994951,0.005023,0.022922267511680892,206.4,850.7,0
15,0.005724,0.998394,0.012623,0.99672,0.99673,0.00328,0.02084933392693702,203.73,861.8,1
16,0.004974,0.99869,0.014662,0.996259,0.996265,0.003741,0.01875,203.57,862.5,0
17,0.003376,0.999225,0.0157,0.996105,0.996116,0.003895,0.016650666073062977,204.33,859.3,0
18,0.003465,0.999083,0.022696,0.993952,0.994002,0.006048,0.014577732488319105,205.14,855.9,0
19,0.002994,0.999214,0.014911,0.995695,0.995719,0.004305,0.012557267588340623,203.53,862.7,0
20,0.002317,0.999351,0.01517,0.996515,0.996519,0.003485,0.010614679891545785,209.42,838.4,0
21,0.001545,0.999607,0.013969,0.996874,0.996892,0.003126,0.008774398565337441,207.09,847.9,1
22,0.001187,0.999721,0.01437,0.997027,0.997045,0.002973,0.007059566215148747,211.34,830.8,1
23,0.000889,0.999784,0.016363,0.996976,0.996983,0.003024,0.005491747852752235,212.26,827.2,0
24,0.00071,0.999846,0.015519,0.996822,0.996838,0.003178,0.004090659703724441,214.36,819.1,0
25,0.000566,0.999886,0.01603,0.996976,0.996989,0.003024,0.0028739212644696725,205.35,855.1,0
26,0.00052,0.999915,0.016751,0.996412,0.996425,0.003588,0.001856833726829643,200.28,876.7,0
27,0.000465,0.999937,0.016232,0.996771,0.996779,0.003229,0.001052187556718108,199.8,878.8,0
28,0.000412,0.999943,0.016517,0.99672,0.99673,0.00328,0.0004701016465908071,199.89,878.4,0
29,0.00042,0.999932,0.016195,0.996771,0.99678,0.003229,0.00011789606450170116,199.73,879.1,0
30,0.000355,0.999977,0.016725,0.996669,0.996679,0.003331,0.0,201.93,869.5,0
