epoch,train_loss,train_acc,val_loss,val_acc,val_f1_macro,val_error_rate,lr,epoch_time_s,throughput_img_s,is_best
1,0.7978,0.778925,0.071143,0.979345,0.979366,0.020655,0.018791028446389496,48.38,906.9,1
2,0.05076,0.985253,0.06305,0.979755,0.979654,0.020245,0.0375,40.42,1085.5,1
3,0.041554,0.987714,0.044997,0.986162,0.986223,0.013838,0.0373821039354983,40.72,1077.4,1
4,0.024753,0.993094,0.032126,0.990416,0.990431,0.009584,0.03702989835340919,40.56,1081.7,1
5,0.018848,0.994438,0.028206,0.992466,0.992468,0.007534,0.03644781244328189,40.64,1079.5,1
6,0.011457,0.996444,0.029527,0.992056,0.992062,0.007944,0.03564316627317036,40.76,1076.3,0
7,0.009109,0.997333,0.035908,0.989749,0.989724,0.010251,0.03462607873553033,40.68,1078.6,0
8,0.008373,0.997356,0.026885,0.993593,0.993626,0.006407,0.03340934029627556,40.56,1081.6,1
9,0.008416,0.99731,0.022301,0.994311,0.994351,0.005689,0.032008252147247764,40.57,1081.4,1
10,0.004743,0.998769,0.023582,0.994721,0.994752,0.005279,0.030440433784851253,40.51,1083.1,1
11,0.003108,0.999111,0.025268,0.994003,0.994004,0.005997,0.02872560143466256,40.6,1080.5,0
12,0.002885,0.999134,0.023615,0.994875,0.994884,0.005125,0.02688532010845421,40.58,1081.1,1
13,0.003746,0.999043,0.025847,0.993696,0.993697,0.006304,0.024942732411659386,40.71,1077.6,0
14,0.002723,0.999362,0.022158,0.994926,0.994942,0.005074,0.022922267511680892,40.65,1079.4,1
15,0.001477,0.999476,0.025549,0.994106,0.994106,0.005894,0.02084933392693702,40.57,1081.4,0
16,0.00109,0.999658,0.02315,0.995387,0.995407,0.004613,0.01875,40.57,1081.3,1
17,0.00074,0.99984,0.024336,0.99508,0.995085,0.00492,0.016650666073062977,40.61,1080.3,0
18,0.000556,0.999909,0.024326,0.995541,0.995549,0.004459,0.014577732488319105,40.43,1085.0,1
19,0.000379,0.999932,0.023232,0.995541,0.99556,0.004459,0.012557267588340623,40.46,1084.4,1
20,0.000323,0.999954,0.024082,0.995182,0.995204,0.004818,0.010614679891545785,40.51,1082.9,0
21,0.000224,1.0,0.025137,0.995438,0.995459,0.004562,0.008774398565337441,40.46,1084.4,0
22,0.000156,1.0,0.024797,0.995387,0.995408,0.004613,0.007059566215148747,40.6,1080.6,0
23,0.000179,1.0,0.024187,0.995592,0.995614,0.004408,0.005491747852752235,40.5,1083.3,1
24,0.000255,0.999977,0.024313,0.99549,0.995509,0.00451,0.004090659703724441,40.34,1087.6,0
25,0.000168,0.999977,0.024302,0.995336,0.995356,0.004664,0.0028739212644696725,40.71,1077.7,0
26,0.000166,1.0,0.024242,0.995592,0.995614,0.004408,0.001856833726829643,40.42,1085.5,0
27,0.000168,1.0,0.024256,0.995592,0.995613,0.004408,0.001052187556718108,40.44,1084.9,0
28,0.00017,0.999977,0.024157,0.995643,0.995664,0.004357,0.0004701016465908071,40.51,1083.1,1
29,0.000155,0.999977,0.02418,0.995541,0.995561,0.004459,0.00011789606450170116,40.56,1081.8,0
30,0.000148,1.0,0.023942,0.995541,0.995563,0.004459,0.0,40.46,1084.2,0
