poda global por magnitude: alvo 50.00% -> obtida 50.0000% dos pesos podáveis (11.82 M não-nulos de 23.54 M)
run       : eixo2b_prunefirst_resnet50_p50_s0
arch      : resnet50 (pretrained=True)  seed=0
manifesto : v2 ed5c1eb749ec9e72...  mask=None
fit/val/test: 175,591 / 19,511 / 83,613 imgs  (11,805 / 2,268 / 6,044 sujeitos)
batch 96 | steps/epoch 1,829 | epochs 30 | warmup 2 ep | early stop patience off
val 1/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 1/30: train 0.4470/0.8761 | val loss 0.0354 acc 0.9895 f1 0.9895 err 1.0507% * | 169s 1038 img/s
val 2/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 2/30: train 0.0273/0.9921 | val loss 0.0270 acc 0.9925 f1 0.9925 err 0.7483% * | 161s 1089 img/s
val 3/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 3/30: train 0.0192/0.9945 | val loss 0.0307 acc 0.9907 f1 0.9907 err 0.9328%  | 161s 1090 img/s
val 4/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 4/30: train 0.0134/0.9961 | val loss 0.0162 acc 0.9958 f1 0.9958 err 0.4203% * | 161s 1088 img/s
val 5/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 5/30: train 0.0120/0.9966 | val loss 0.0197 acc 0.9944 f1 0.9944 err 0.5638%  | 161s 1089 img/s
val 6/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 6/30: train 0.0107/0.9969 | val loss 0.0188 acc 0.9949 f1 0.9949 err 0.5074%  | 162s 1087 img/s
val 7/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 7/30: train 0.0104/0.9970 | val loss 0.0175 acc 0.9953 f1 0.9953 err 0.4664%  | 161s 1088 img/s
val 8/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 8/30: train 0.0088/0.9975 | val loss 0.0216 acc 0.9947 f1 0.9948 err 0.5279%  | 162s 1085 img/s
val 9/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 9/30: train 0.0078/0.9977 | val loss 0.0169 acc 0.9956 f1 0.9956 err 0.4408%  | 161s 1089 img/s
val 10/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 10/30: train 0.0081/0.9976 | val loss 0.0196 acc 0.9950 f1 0.9950 err 0.5023%  | 162s 1087 img/s
val 11/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 11/30: train 0.0086/0.9975 | val loss 0.0202 acc 0.9943 f1 0.9943 err 0.5740%  | 161s 1088 img/s
val 12/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 12/30: train 0.0068/0.9980 | val loss 0.0169 acc 0.9962 f1 0.9962 err 0.3844% * | 161s 1088 img/s
val 13/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 13/30: train 0.0063/0.9981 | val loss 0.0157 acc 0.9953 f1 0.9953 err 0.4715%  | 161s 1088 img/s
val 14/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 14/30: train 0.0056/0.9983 | val loss 0.0244 acc 0.9945 f1 0.9945 err 0.5484%  | 161s 1087 img/s
val 15/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 15/30: train 0.0051/0.9986 | val loss 0.0143 acc 0.9963 f1 0.9963 err 0.3741% * | 161s 1089 img/s
val 16/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 16/30: train 0.0046/0.9986 | val loss 0.0154 acc 0.9960 f1 0.9960 err 0.4049%  | 161s 1090 img/s
val 17/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 17/30: train 0.0034/0.9991 | val loss 0.0156 acc 0.9966 f1 0.9966 err 0.3383% * | 161s 1087 img/s
val 18/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 18/30: train 0.0029/0.9991 | val loss 0.0131 acc 0.9963 f1 0.9963 err 0.3741%  | 161s 1090 img/s
val 19/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 19/30: train 0.0021/0.9994 | val loss 0.0136 acc 0.9966 f1 0.9966 err 0.3434%  | 161s 1087 img/s
val 20/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 20/30: train 0.0016/0.9995 | val loss 0.0137 acc 0.9969 f1 0.9969 err 0.3075% * | 161s 1088 img/s
val 21/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 21/30: train 0.0015/0.9996 | val loss 0.0160 acc 0.9968 f1 0.9968 err 0.3229%  | 161s 1088 img/s
val 22/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 22/30: train 0.0010/0.9998 | val loss 0.0143 acc 0.9975 f1 0.9975 err 0.2511% * | 161s 1089 img/s
val 23/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 23/30: train 0.0010/0.9998 | val loss 0.0143 acc 0.9971 f1 0.9972 err 0.2870%  | 161s 1088 img/s
val 24/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 24/30: train 0.0006/0.9998 | val loss 0.0161 acc 0.9970 f1 0.9970 err 0.2973%  | 161s 1089 img/s
val 25/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 25/30: train 0.0005/0.9999 | val loss 0.0148 acc 0.9973 f1 0.9973 err 0.2716%  | 161s 1089 img/s
val 26/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 26/30: train 0.0005/0.9999 | val loss 0.0152 acc 0.9973 f1 0.9973 err 0.2716%  | 161s 1087 img/s
val 27/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 27/30: train 0.0005/0.9999 | val loss 0.0155 acc 0.9972 f1 0.9973 err 0.2768%  | 161s 1089 img/s
val 28/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 28/30: train 0.0003/0.9999 | val loss 0.0153 acc 0.9973 f1 0.9973 err 0.2716%  | 161s 1089 img/s
val 29/30:   0%|          | 0/102 [00:00<?, ?it/s]
