epoch,train_loss,train_acc,val_loss,val_acc,val_f1_macro,val_error_rate,lr,epoch_time_s,throughput_img_s,is_best
1,0.721424,0.775173,0.109209,0.967711,0.967418,0.032289,0.018760251503553853,209.56,837.9,1
2,0.080969,0.974719,0.09142,0.972272,0.972179,0.027728,0.0375,197.87,887.4,1
3,0.057177,0.982498,0.051704,0.984573,0.98448,0.015427,0.0373821039354983,197.74,887.9,1
4,0.039114,0.987898,0.061902,0.981036,0.981111,0.018964,0.03702989835340919,197.77,887.8,0
5,0.032674,0.990028,0.036169,0.989442,0.989398,0.010558,0.03644781244328189,197.58,888.7,1
6,0.027945,0.991582,0.038523,0.988109,0.988106,0.011891,0.03564316627317036,197.81,887.7,0
7,0.025341,0.992442,0.032197,0.990364,0.990326,0.009636,0.03462607873553033,197.93,887.1,1
8,0.022878,0.993314,0.036537,0.990416,0.990392,0.009584,0.03340934029627556,197.65,888.3,1
9,0.021738,0.99349,0.027872,0.991594,0.991593,0.008406,0.032008252147247764,198.09,886.4,1
10,0.020413,0.993809,0.028396,0.991389,0.991367,0.008611,0.030440433784851253,197.75,887.9,0
11,0.018958,0.994413,0.025366,0.992978,0.992947,0.007022,0.02872560143466256,198.03,886.7,1
12,0.017259,0.994943,0.026249,0.992722,0.992683,0.007278,0.02688532010845421,197.87,887.4,0
13,0.017064,0.995165,0.025081,0.99221,0.992189,0.00779,0.024942732411659386,197.9,887.2,0
14,0.014556,0.995934,0.020765,0.994413,0.994415,0.005587,0.022922267511680892,197.74,888.0,1
15,0.013211,0.99648,0.020087,0.99426,0.994273,0.00574,0.02084933392693702,197.6,888.6,0
16,0.012813,0.996543,0.02227,0.993798,0.993751,0.006202,0.01875,197.74,887.9,0
17,0.011115,0.997033,0.019407,0.99467,0.994671,0.00533,0.016650666073062977,197.79,887.7,1
18,0.009636,0.997545,0.018223,0.994977,0.994983,0.005023,0.014577732488319105,198.14,886.2,1
19,0.008746,0.997916,0.022017,0.994003,0.993985,0.005997,0.012557267588340623,197.38,889.6,0
20,0.007518,0.998252,0.019051,0.994721,0.994712,0.005279,0.010614679891545785,197.76,887.9,0
21,0.006963,0.998331,0.016666,0.995438,0.995437,0.004562,0.008774398565337441,197.59,888.6,1
22,0.005884,0.998707,0.016656,0.995643,0.995645,0.004357,0.007059566215148747,197.55,888.8,1
23,0.005352,0.998821,0.015196,0.995797,0.995802,0.004203,0.005491747852752235,197.47,889.2,1
24,0.004984,0.998844,0.014485,0.996002,0.996011,0.003998,0.004090659703724441,197.6,888.6,1
25,0.004301,0.999123,0.014401,0.996002,0.996012,0.003998,0.0028739212644696725,197.78,887.8,1
26,0.004281,0.99922,0.014105,0.996105,0.99611,0.003895,0.001856833726829643,197.94,887.1,1
27,0.003861,0.999243,0.014541,0.995951,0.995957,0.004049,0.001052187556718108,197.87,887.4,0
28,0.003736,0.999317,0.014606,0.9959,0.995903,0.0041,0.0004701016465908071,197.58,888.7,0
29,0.003642,0.999374,0.014405,0.996105,0.996111,0.003895,0.00011789606450170116,197.82,887.6,1
30,0.003691,0.999243,0.014451,0.995848,0.995855,0.004152,0.0,197.52,888.9,0
