epoch,train_loss,train_acc,val_loss,val_acc,val_f1_macro,val_error_rate,lr,epoch_time_s,throughput_img_s,is_best
1,1.265967,0.637821,0.108904,0.966122,0.966213,0.033878,0.018853021978021977,24.89,702.1,1
2,0.075208,0.976992,0.120843,0.963713,0.963701,0.036287,0.0375,16.98,1029.3,0
3,0.064799,0.979796,0.070844,0.978781,0.97862,0.021219,0.0373821039354983,17.07,1023.5,1
4,0.037242,0.988324,0.062069,0.982523,0.982459,0.017477,0.03702989835340919,17.07,1023.5,1
5,0.02246,0.99296,0.045452,0.987443,0.987411,0.012557,0.03644781244328189,17.05,1024.7,1
6,0.014663,0.995135,0.036225,0.990057,0.99008,0.009943,0.03564316627317036,17.07,1023.7,1
7,0.011121,0.997081,0.047555,0.98693,0.986801,0.01307,0.03462607873553033,17.1,1021.9,0
8,0.009771,0.996795,0.055111,0.984368,0.984325,0.015632,0.03340934029627556,17.23,1014.0,0
9,0.006233,0.998283,0.031533,0.991287,0.991311,0.008713,0.032008252147247764,17.08,1023.0,1
10,0.005813,0.99834,0.031556,0.992056,0.99208,0.007944,0.030440433784851253,17.01,1027.1,1
11,0.005001,0.998569,0.044921,0.988673,0.988634,0.011327,0.02872560143466256,17.03,1026.0,0
12,0.003829,0.998741,0.037137,0.990774,0.990735,0.009226,0.02688532010845421,17.05,1024.5,0
13,0.003205,0.999141,0.035477,0.992005,0.99204,0.007995,0.024942732411659386,17.18,1017.1,0
14,0.002258,0.99937,0.029054,0.993337,0.993347,0.006663,0.022922267511680892,17.31,1009.4,1
15,0.000713,0.999886,0.030176,0.993798,0.993807,0.006202,0.02084933392693702,17.56,994.9,1
16,0.000675,0.999828,0.028586,0.994055,0.994077,0.005945,0.01875,17.27,1011.9,1
17,0.000966,0.999771,0.027605,0.994106,0.994122,0.005894,0.016650666073062977,17.14,1019.2,1
18,0.0004,1.0,0.027667,0.993901,0.993906,0.006099,0.014577732488319105,17.04,1025.5,0
19,0.000444,0.999943,0.028623,0.993901,0.993909,0.006099,0.012557267588340623,17.41,1003.7,0
20,0.000447,0.999943,0.027431,0.994055,0.994069,0.005945,0.010614679891545785,18.59,939.9,0
21,0.000366,0.999943,0.027639,0.994106,0.994101,0.005894,0.008774398565337441,17.05,1025.0,0
22,0.000438,0.999943,0.027127,0.993747,0.993761,0.006253,0.007059566215148747,17.29,1010.7,0
23,0.000375,0.999943,0.026202,0.994003,0.994014,0.005997,0.005491747852752235,26.15,668.2,0
24,0.000311,1.0,0.026639,0.99426,0.994268,0.00574,0.004090659703724441,18.43,948.2,1
25,0.00016,1.0,0.026887,0.99426,0.994271,0.00574,0.0028739212644696725,17.15,1018.7,1
26,0.000474,0.999886,0.026873,0.994208,0.994221,0.005792,0.001856833726829643,17.04,1025.4,0
27,0.000202,1.0,0.026502,0.99426,0.994268,0.00574,0.001052187556718108,17.2,1016.0,0
28,0.000197,1.0,0.026714,0.994311,0.994323,0.005689,0.0004701016465908071,16.98,1028.8,1
29,0.000211,1.0,0.026897,0.994106,0.994112,0.005894,0.00011789606450170116,17.29,1010.6,0
30,0.000158,1.0,0.027118,0.993952,0.993958,0.006048,0.0,17.17,1017.9,0
