epoch,train_loss,train_acc,val_loss,val_acc,val_f1_macro,val_error_rate,lr,epoch_time_s,throughput_img_s,is_best
1,0.034261,0.995991,0.024882,0.993952,0.99394,0.006048,0.018760251503553853,209.68,837.4,1
2,0.022424,0.993815,0.059314,0.981088,0.980956,0.018912,0.0375,197.87,887.4,0
3,0.022212,0.993935,0.035432,0.990159,0.990178,0.009841,0.0373821039354983,197.76,887.9,0
4,0.017412,0.995068,0.023861,0.99344,0.993453,0.00656,0.03702989835340919,197.84,887.5,0
5,0.015037,0.995871,0.02613,0.992158,0.992123,0.007842,0.03644781244328189,197.97,886.9,0
6,0.014074,0.996042,0.031246,0.990774,0.990808,0.009226,0.03564316627317036,198.32,885.3,0
7,0.013599,0.996184,0.020055,0.994618,0.994616,0.005382,0.03462607873553033,198.06,886.5,1
8,0.012362,0.996668,0.022646,0.99385,0.993887,0.00615,0.03340934029627556,197.81,887.6,0
9,0.011798,0.996788,0.033695,0.989596,0.989547,0.010404,0.032008252147247764,198.32,885.4,0
10,0.010045,0.997488,0.015859,0.995695,0.995708,0.004305,0.030440433784851253,198.04,886.6,1
11,0.010834,0.997027,0.017506,0.995387,0.99538,0.004613,0.02872560143466256,198.09,886.4,0
12,0.009726,0.997431,0.017922,0.995131,0.99515,0.004869,0.02688532010845421,198.13,886.2,0
13,0.008874,0.997585,0.01663,0.994875,0.994866,0.005125,0.024942732411659386,198.06,886.5,0
14,0.008383,0.997728,0.018846,0.995131,0.995136,0.004869,0.022922267511680892,198.46,884.7,0
15,0.007551,0.998035,0.016163,0.995643,0.995666,0.004357,0.02084933392693702,200.48,875.8,0
16,0.006453,0.998462,0.019135,0.99467,0.994695,0.00533,0.01875,198.41,884.9,0
17,0.005923,0.998502,0.016183,0.995695,0.99572,0.004305,0.016650666073062977,198.12,886.2,1
18,0.005841,0.998479,0.014564,0.996259,0.996271,0.003741,0.014577732488319105,198.25,885.7,1
19,0.003913,0.999083,0.014314,0.996874,0.996896,0.003126,0.012557267588340623,197.88,887.3,1
20,0.003475,0.999191,0.013707,0.99631,0.996322,0.00369,0.010614679891545785,198.18,886.0,0
21,0.003107,0.999322,0.014024,0.99631,0.996323,0.00369,0.008774398565337441,198.37,885.1,0
22,0.002466,0.999465,0.013619,0.996566,0.996584,0.003434,0.007059566215148747,197.99,886.8,0
23,0.002306,0.999533,0.013853,0.99672,0.996738,0.00328,0.005491747852752235,198.32,885.4,0
24,0.002007,0.999596,0.014141,0.996464,0.996467,0.003536,0.004090659703724441,198.11,886.3,0
25,0.001721,0.99967,0.01397,0.996515,0.996518,0.003485,0.0028739212644696725,198.24,885.7,0
26,0.001711,0.999675,0.013709,0.996771,0.996778,0.003229,0.001856833726829643,198.28,885.5,0
27,0.001432,0.999766,0.013973,0.996617,0.996627,0.003383,0.001052187556718108,197.81,887.6,0
28,0.00143,0.999761,0.014078,0.99672,0.996727,0.00328,0.0004701016465908071,198.03,886.7,0
29,0.001365,0.999732,0.014142,0.996464,0.996473,0.003536,0.00011789606450170116,198.21,885.9,0
30,0.001347,0.999772,0.014075,0.996566,0.996576,0.003434,0.0,197.98,886.9,0
