epoch,train_loss,train_acc,val_loss,val_acc,val_f1_macro,val_error_rate,lr,epoch_time_s,throughput_img_s,is_best
1,0.452748,0.874453,0.034993,0.989339,0.989271,0.010661,0.0187636761487965,128.22,1026.5,1
2,0.031763,0.990639,0.039629,0.989134,0.989146,0.010866,0.0375,120.56,1091.7,0
3,0.024185,0.992964,0.043873,0.988417,0.988378,0.011583,0.0373821039354983,120.4,1093.1,0
4,0.017144,0.99513,0.027428,0.992415,0.992439,0.007585,0.03702989835340919,120.38,1093.4,1
5,0.012545,0.996497,0.030116,0.990928,0.990854,0.009072,0.03644781244328189,120.47,1092.5,0
6,0.009912,0.99706,0.024956,0.993542,0.993553,0.006458,0.03564316627317036,120.4,1093.1,1
7,0.010705,0.996877,0.021167,0.99426,0.994308,0.00574,0.03462607873553033,120.32,1093.9,1
8,0.010661,0.996824,0.016397,0.99549,0.995512,0.00451,0.03340934029627556,120.27,1094.3,1
9,0.007252,0.998063,0.01858,0.994823,0.994863,0.005177,0.032008252147247764,120.42,1093.0,0
10,0.007806,0.99766,0.021831,0.993798,0.993837,0.006202,0.030440433784851253,120.31,1094.0,0
11,0.006581,0.998101,0.020923,0.994362,0.994368,0.005638,0.02872560143466256,120.17,1095.3,0
12,0.005613,0.998404,0.017834,0.995848,0.995858,0.004152,0.02688532010845421,120.23,1094.7,1
13,0.004141,0.998845,0.016966,0.995695,0.995724,0.004305,0.024942732411659386,120.59,1091.4,0
14,0.003562,0.999111,0.0154,0.996259,0.996276,0.003741,0.022922267511680892,120.38,1093.3,1
15,0.002705,0.999187,0.019117,0.995028,0.995041,0.004972,0.02084933392693702,120.59,1091.5,0
16,0.003054,0.99921,0.017045,0.995695,0.995698,0.004305,0.01875,120.52,1092.1,0
17,0.003459,0.99902,0.017652,0.995643,0.99566,0.004357,0.016650666073062977,120.16,1095.3,0
18,0.002164,0.999354,0.016889,0.996259,0.99627,0.003741,0.014577732488319105,120.42,1093.0,0
19,0.00192,0.999491,0.015262,0.996771,0.996782,0.003229,0.012557267588340623,120.59,1091.4,1
20,0.001325,0.999658,0.01494,0.996515,0.996523,0.003485,0.010614679891545785,120.28,1094.3,0
21,0.000902,0.999764,0.015376,0.99672,0.996735,0.00328,0.008774398565337441,120.45,1092.7,0
22,0.000698,0.99978,0.016372,0.996617,0.996638,0.003383,0.007059566215148747,120.18,1095.2,0
23,0.000423,0.999916,0.017049,0.996822,0.996839,0.003178,0.005491747852752235,120.31,1094.0,1
24,0.000396,0.999916,0.017089,0.996464,0.996473,0.003536,0.004090659703724441,120.39,1093.2,0
25,0.000294,0.999939,0.01732,0.996822,0.996832,0.003178,0.0028739212644696725,120.29,1094.1,0
26,0.000354,0.999924,0.017042,0.996669,0.996679,0.003331,0.001856833726829643,120.18,1095.2,0
27,0.000261,0.999947,0.01763,0.996617,0.996631,0.003383,0.001052187556718108,120.34,1093.7,0
28,0.00033,0.999909,0.01729,0.996822,0.996835,0.003178,0.0004701016465908071,120.17,1095.3,0
29,0.00025,0.999939,0.01685,0.99672,0.996732,0.00328,0.00011789606450170116,127.97,1028.5,0
30,0.000248,0.999954,0.017057,0.996874,0.996885,0.003126,0.0,119.9,1097.7,1
