epoch,train_loss,train_acc,val_loss,val_acc,val_f1_macro,val_error_rate,lr,epoch_time_s,throughput_img_s,is_best
1,0.273119,0.926178,0.032879,0.991031,0.991082,0.008969,0.018760251503553853,210.17,835.4,1
2,0.030765,0.991161,0.055881,0.98406,0.984109,0.01594,0.0375,198.14,886.2,0
3,0.023787,0.993069,0.019878,0.993798,0.993824,0.006202,0.0373821039354983,198.37,885.1,1
4,0.016136,0.995131,0.019734,0.994362,0.994361,0.005638,0.03702989835340919,198.4,885.0,1
5,0.01381,0.995979,0.021622,0.994003,0.993996,0.005997,0.03644781244328189,197.99,886.8,0
6,0.011938,0.99644,0.019085,0.994465,0.994477,0.005535,0.03564316627317036,198.35,885.2,1
7,0.011118,0.996822,0.016217,0.995387,0.995397,0.004613,0.03462607873553033,198.39,885.0,1
8,0.010541,0.996896,0.019548,0.995182,0.995215,0.004818,0.03340934029627556,198.24,885.7,0
9,0.010236,0.997135,0.018339,0.994362,0.99436,0.005638,0.032008252147247764,198.55,884.3,0
10,0.009166,0.997488,0.016988,0.995746,0.995749,0.004254,0.030440433784851253,198.44,884.8,1
11,0.007474,0.998029,0.015196,0.9959,0.995906,0.0041,0.02872560143466256,198.46,884.7,1
12,0.006745,0.998138,0.016192,0.996361,0.996358,0.003639,0.02688532010845421,198.16,886.1,1
13,0.006207,0.998303,0.01631,0.995233,0.995254,0.004767,0.024942732411659386,198.53,884.4,0
14,0.008076,0.997739,0.016513,0.995028,0.995034,0.004972,0.022922267511680892,198.25,885.7,0
15,0.005704,0.998508,0.014294,0.996617,0.996611,0.003383,0.02084933392693702,198.43,884.9,1
16,0.004976,0.998645,0.012273,0.996976,0.99699,0.003024,0.01875,198.4,885.0,1
17,0.004074,0.999015,0.013348,0.996669,0.99668,0.003331,0.016650666073062977,198.31,885.4,0
18,0.003034,0.999225,0.01306,0.996617,0.996637,0.003383,0.014577732488319105,198.84,883.0,0
19,0.002859,0.999225,0.012438,0.996822,0.996833,0.003178,0.012557267588340623,198.43,884.9,0
20,0.002275,0.999396,0.014098,0.996259,0.996272,0.003741,0.010614679891545785,198.4,885.0,0
21,0.001686,0.999596,0.014481,0.996822,0.996828,0.003178,0.008774398565337441,198.17,886.0,0
22,0.00137,0.999698,0.013127,0.99713,0.997147,0.00287,0.007059566215148747,198.53,884.4,1
23,0.001125,0.999761,0.012822,0.997181,0.997193,0.002819,0.005491747852752235,198.25,885.7,1
24,0.00089,0.999778,0.014021,0.997181,0.997194,0.002819,0.004090659703724441,197.93,887.1,1
25,0.000692,0.999897,0.013804,0.997181,0.997198,0.002819,0.0028739212644696725,198.92,882.7,1
26,0.00071,0.999869,0.014015,0.997386,0.997407,0.002614,0.001856833726829643,198.11,886.3,1
27,0.00052,0.999937,0.013876,0.997284,0.997306,0.002716,0.001052187556718108,198.44,884.8,0
28,0.000495,0.999949,0.014114,0.997181,0.997195,0.002819,0.0004701016465908071,198.42,884.9,0
29,0.000483,0.999954,0.013811,0.997284,0.997296,0.002716,0.00011789606450170116,198.45,884.8,0
30,0.000537,0.999943,0.014008,0.997386,0.997403,0.002614,0.0,198.59,884.1,0
