epoch,train_loss,train_acc,val_loss,val_acc,val_f1_macro,val_error_rate,lr,epoch_time_s,throughput_img_s,is_best
1,0.601594,0.814471,0.0592,0.9816,0.981496,0.0184,0.018760251503553853,212.95,824.5,1
2,0.050074,0.984725,0.053989,0.98324,0.983258,0.01676,0.0375,202.13,868.7,1
3,0.03536,0.989264,0.034059,0.989954,0.989927,0.010046,0.0373821039354983,201.82,870.0,1
4,0.024429,0.992522,0.031715,0.991184,0.991184,0.008816,0.03702989835340919,202.03,869.1,1
5,0.020337,0.993815,0.027313,0.99221,0.992224,0.00779,0.03644781244328189,202.08,868.9,1
6,0.018093,0.99476,0.028121,0.991543,0.991501,0.008457,0.03564316627317036,201.92,869.6,0
7,0.016096,0.995279,0.022828,0.993901,0.993868,0.006099,0.03462607873553033,202.07,868.9,1
8,0.014541,0.995774,0.026783,0.99303,0.993022,0.00697,0.03340934029627556,203.74,861.8,0
9,0.013696,0.996019,0.021682,0.993747,0.993774,0.006253,0.032008252147247764,200.92,873.9,0
10,0.013002,0.99611,0.022977,0.992773,0.992779,0.007227,0.030440433784851253,201.56,871.1,0
11,0.011593,0.996868,0.016855,0.994977,0.994983,0.005023,0.02872560143466256,201.71,870.5,1
12,0.011405,0.996657,0.018905,0.994977,0.994989,0.005023,0.02688532010845421,201.07,873.2,1
13,0.009922,0.997306,0.018037,0.994516,0.994536,0.005484,0.024942732411659386,199.49,880.2,0
14,0.009067,0.997431,0.016504,0.995336,0.995342,0.004664,0.022922267511680892,202.66,866.4,1
15,0.008318,0.997705,0.01594,0.995233,0.995264,0.004767,0.02084933392693702,202.95,865.2,0
16,0.007996,0.997887,0.015468,0.995848,0.995861,0.004152,0.01875,202.26,868.1,1
17,0.0067,0.998172,0.015164,0.9959,0.995916,0.0041,0.016650666073062977,201.88,869.7,1
18,0.005837,0.998514,0.014448,0.995797,0.995817,0.004203,0.014577732488319105,202.05,869.0,0
19,0.004656,0.998781,0.016368,0.995848,0.995866,0.004152,0.012557267588340623,201.79,870.1,0
20,0.003993,0.9991,0.013534,0.996259,0.996268,0.003741,0.010614679891545785,201.85,869.9,1
21,0.003386,0.999317,0.015192,0.996105,0.996113,0.003895,0.008774398565337441,201.9,869.6,0
22,0.002758,0.999374,0.013463,0.99631,0.996312,0.00369,0.007059566215148747,201.68,870.6,1
23,0.002355,0.999522,0.012118,0.996822,0.996831,0.003178,0.005491747852752235,201.54,871.2,1
24,0.00219,0.999579,0.012093,0.996874,0.996882,0.003126,0.004090659703724441,202.63,866.5,1
25,0.001797,0.999664,0.012674,0.997079,0.997097,0.002921,0.0028739212644696725,202.66,866.4,1
26,0.001796,0.999618,0.012508,0.996515,0.996524,0.003485,0.001856833726829643,201.73,870.4,0
27,0.001524,0.99971,0.012872,0.996617,0.996626,0.003383,0.001052187556718108,202.12,868.7,0
28,0.001423,0.999784,0.012657,0.996617,0.996627,0.003383,0.0004701016465908071,202.22,868.3,0
29,0.001443,0.999772,0.012631,0.996822,0.996833,0.003178,0.00011789606450170116,203.12,864.4,0
30,0.001439,0.999766,0.012626,0.99672,0.996728,0.00328,0.0,207.94,844.4,0
