epoch,train_loss,train_acc,val_loss,val_acc,val_f1_macro,val_error_rate,lr,epoch_time_s,throughput_img_s,is_best
1,0.13657,0.990683,0.018575,0.99549,0.995479,0.00451,0.018760251503553853,194.22,904.1,1
2,0.014317,0.996019,0.028988,0.991646,0.991645,0.008354,0.0375,173.81,1010.2,0
3,0.018327,0.994715,0.024176,0.993183,0.993194,0.006817,0.0373821039354983,177.71,988.1,0
4,0.014466,0.99574,0.028123,0.991236,0.991258,0.008764,0.03702989835340919,188.66,930.7,0
5,0.011893,0.996702,0.021717,0.99426,0.994282,0.00574,0.03644781244328189,176.56,994.5,0
6,0.011197,0.996816,0.018572,0.995028,0.995033,0.004972,0.03564316627317036,177.8,987.5,0
7,0.011053,0.996907,0.018599,0.995028,0.995073,0.004972,0.03462607873553033,184.46,951.9,0
8,0.009909,0.9973,0.023127,0.994157,0.994196,0.005843,0.03340934029627556,180.75,971.4,0
9,0.010812,0.997027,0.021364,0.993798,0.993821,0.006202,0.032008252147247764,176.71,993.7,0
10,0.009429,0.997397,0.016186,0.995746,0.995744,0.004254,0.030440433784851253,184.2,953.2,1
11,0.007977,0.997864,0.017832,0.994926,0.99495,0.005074,0.02872560143466256,187.91,934.4,0
12,0.010048,0.997266,0.018812,0.995182,0.995193,0.004818,0.02688532010845421,176.75,993.4,0
13,0.007741,0.99795,0.01725,0.995285,0.995305,0.004715,0.024942732411659386,181.51,967.4,0
14,0.006583,0.99824,0.016704,0.995797,0.995827,0.004203,0.022922267511680892,181.76,966.0,1
15,0.006479,0.99824,0.016895,0.995746,0.995764,0.004254,0.02084933392693702,188.28,932.6,0
16,0.005608,0.998542,0.017295,0.995028,0.995034,0.004972,0.01875,172.06,1020.5,0
17,0.005869,0.998422,0.016605,0.996002,0.995999,0.003998,0.016650666073062977,183.01,959.4,1
18,0.004332,0.998867,0.015771,0.9959,0.995922,0.0041,0.014577732488319105,185.34,947.4,0
19,0.003893,0.999049,0.014628,0.996259,0.996278,0.003741,0.012557267588340623,180.25,974.1,1
20,0.002937,0.999277,0.014218,0.996412,0.996417,0.003588,0.010614679891545785,178.78,982.1,1
21,0.002161,0.999527,0.015952,0.996822,0.996835,0.003178,0.008774398565337441,179.4,978.7,1
22,0.00196,0.999596,0.015103,0.996515,0.996521,0.003485,0.007059566215148747,161.02,1090.5,0
23,0.001719,0.999636,0.014669,0.996617,0.99663,0.003383,0.005491747852752235,161.02,1090.5,0
24,0.00142,0.999664,0.014587,0.996566,0.996575,0.003434,0.004090659703724441,161.06,1090.1,0
25,0.001239,0.999744,0.01456,0.996617,0.996637,0.003383,0.0028739212644696725,160.88,1091.4,0
26,0.001201,0.999738,0.014429,0.996617,0.996632,0.003383,0.001856833726829643,160.99,1090.6,0
27,0.001002,0.999823,0.014669,0.996515,0.996533,0.003485,0.001052187556718108,161.11,1089.9,0
28,0.001011,0.999818,0.014784,0.996566,0.996578,0.003434,0.0004701016465908071,163.56,1073.5,0
29,0.000971,0.999841,0.014645,0.99672,0.996736,0.00328,0.00011789606450170116,160.86,1091.5,0
30,0.00102,0.999795,0.014657,0.99672,0.996734,0.00328,0.0,160.83,1091.7,0
