epoch,train_loss,train_acc,val_loss,val_acc,val_f1_macro,val_error_rate,lr,epoch_time_s,throughput_img_s,is_best
1,0.397085,0.890463,0.039938,0.987135,0.987051,0.012865,0.018760251503553853,174.13,1008.3,1
2,0.028685,0.991463,0.029314,0.991646,0.991598,0.008354,0.0375,167.22,1050.0,1
3,0.021099,0.993786,0.026365,0.992363,0.992376,0.007637,0.0373821039354983,166.76,1052.9,1
4,0.014974,0.995546,0.023461,0.993542,0.993565,0.006458,0.03702989835340919,167.07,1051.0,1
5,0.011947,0.996452,0.021308,0.994618,0.994663,0.005382,0.03644781244328189,167.64,1047.4,1
6,0.011839,0.996617,0.016289,0.995746,0.995755,0.004254,0.03564316627317036,166.26,1056.1,1
7,0.011116,0.996725,0.023274,0.993542,0.99356,0.006458,0.03462607873553033,167.18,1050.3,0
8,0.00885,0.997545,0.020943,0.994311,0.99432,0.005689,0.03340934029627556,165.99,1057.8,0
9,0.009545,0.99709,0.022091,0.993952,0.993953,0.006048,0.032008252147247764,165.84,1058.8,0
10,0.008611,0.997477,0.018275,0.995592,0.995595,0.004408,0.030440433784851253,165.49,1061.0,0
11,0.009544,0.997215,0.018985,0.995285,0.995291,0.004715,0.02872560143466256,161.81,1085.1,0
12,0.007649,0.997762,0.017503,0.995746,0.995749,0.004254,0.02688532010845421,161.73,1085.6,0
13,0.006854,0.998121,0.014456,0.99631,0.996327,0.00369,0.024942732411659386,164.75,1065.7,1
14,0.005656,0.998451,0.014334,0.996566,0.996593,0.003434,0.022922267511680892,163.37,1074.7,1
15,0.004921,0.998622,0.015924,0.996054,0.996066,0.003946,0.02084933392693702,162.88,1078.0,0
16,0.00456,0.998719,0.015697,0.996566,0.996573,0.003434,0.01875,163.25,1075.5,0
17,0.003579,0.999049,0.01313,0.996874,0.996894,0.003126,0.016650666073062977,167.75,1046.7,1
18,0.002602,0.999311,0.014003,0.996925,0.996933,0.003075,0.014577732488319105,169.31,1037.1,1
19,0.002088,0.999453,0.014254,0.996259,0.996273,0.003741,0.012557267588340623,170.71,1028.6,0
20,0.00196,0.999425,0.01396,0.99672,0.99674,0.00328,0.010614679891545785,169.49,1036.0,0
21,0.001559,0.99955,0.014232,0.997386,0.997401,0.002614,0.008774398565337441,168.88,1039.7,1
22,0.001075,0.999727,0.015656,0.996874,0.996896,0.003126,0.007059566215148747,162.32,1081.7,0
23,0.000889,0.999761,0.015061,0.997027,0.997049,0.002973,0.005491747852752235,162.57,1080.0,0
24,0.00061,0.999829,0.015601,0.996976,0.996993,0.003024,0.004090659703724441,162.36,1081.5,0
25,0.000555,0.999858,0.015358,0.997181,0.997194,0.002819,0.0028739212644696725,161.77,1085.4,0
26,0.000513,0.999852,0.016002,0.997079,0.997098,0.002921,0.001856833726829643,161.7,1085.9,0
27,0.000451,0.999875,0.015841,0.997079,0.997095,0.002921,0.001052187556718108,161.55,1086.9,0
28,0.000338,0.999943,0.016018,0.997079,0.997091,0.002921,0.0004701016465908071,163.92,1071.2,0
29,0.000355,0.99992,0.015738,0.997027,0.997043,0.002973,0.00011789606450170116,165.51,1060.9,0
30,0.000347,0.999932,0.016647,0.996822,0.996839,0.003178,0.0,166.86,1052.3,0
