epoch,train_loss,train_acc,val_loss,val_acc,val_f1_macro,val_error_rate,lr,epoch_time_s,throughput_img_s,is_best
1,0.937108,0.717753,0.060538,0.982318,0.982324,0.017682,0.018760251503553853,171.07,1026.4,1
2,0.043298,0.98702,0.037389,0.989596,0.98962,0.010404,0.0375,162.8,1078.5,1
3,0.026669,0.991856,0.02884,0.992005,0.992004,0.007995,0.0373821039354983,163.41,1074.5,1
4,0.01789,0.994726,0.022375,0.99426,0.994284,0.00574,0.03702989835340919,163.82,1071.8,1
5,0.015247,0.99562,0.022367,0.994055,0.994078,0.005945,0.03644781244328189,163.02,1077.1,0
6,0.012795,0.996378,0.020509,0.994516,0.99453,0.005484,0.03564316627317036,163.31,1075.1,1
7,0.011569,0.996697,0.017513,0.995438,0.995448,0.004562,0.03462607873553033,165.47,1061.1,1
8,0.01023,0.997198,0.022167,0.994618,0.99463,0.005382,0.03340934029627556,164.05,1070.3,0
9,0.01005,0.997232,0.018395,0.994721,0.994751,0.005279,0.032008252147247764,162.19,1082.6,0
10,0.008939,0.997471,0.015867,0.995541,0.995557,0.004459,0.030440433784851253,163.02,1077.1,1
11,0.007846,0.997779,0.015803,0.995951,0.995969,0.004049,0.02872560143466256,162.3,1081.9,1
12,0.008181,0.997693,0.017727,0.995336,0.995355,0.004664,0.02688532010845421,162.56,1080.1,0
13,0.007149,0.997955,0.01849,0.994567,0.994581,0.005433,0.024942732411659386,162.99,1077.3,0
14,0.0057,0.998439,0.015195,0.995643,0.99567,0.004357,0.022922267511680892,163.06,1076.8,0
15,0.005658,0.998457,0.015279,0.995695,0.99572,0.004305,0.02084933392693702,163.6,1073.3,0
16,0.004743,0.998713,0.01595,0.995951,0.995968,0.004049,0.01875,164.14,1069.7,0
17,0.004287,0.998884,0.016159,0.995797,0.995817,0.004203,0.016650666073062977,163.27,1075.4,0
18,0.003217,0.999146,0.016105,0.995848,0.995869,0.004152,0.014577732488319105,162.57,1080.1,0
19,0.002707,0.999368,0.013471,0.996566,0.996582,0.003434,0.012557267588340623,163.22,1075.7,1
20,0.002166,0.999436,0.013513,0.996361,0.996379,0.003639,0.010614679891545785,163.57,1073.5,0
21,0.00179,0.999573,0.015062,0.996566,0.996589,0.003434,0.008774398565337441,165.1,1063.5,1
22,0.001437,0.999727,0.014462,0.99672,0.996739,0.00328,0.007059566215148747,163.74,1072.4,1
23,0.001344,0.999727,0.013209,0.996822,0.996842,0.003178,0.005491747852752235,163.4,1074.5,1
24,0.001066,0.999761,0.014076,0.996874,0.996896,0.003126,0.004090659703724441,162.66,1079.4,1
25,0.000909,0.999823,0.014016,0.996976,0.996997,0.003024,0.0028739212644696725,162.47,1080.7,1
26,0.00097,0.999806,0.014343,0.996874,0.996892,0.003126,0.001856833726829643,162.12,1083.1,0
27,0.000836,0.999841,0.014353,0.996822,0.996842,0.003178,0.001052187556718108,162.25,1082.2,0
28,0.000775,0.999846,0.014442,0.996976,0.996994,0.003024,0.0004701016465908071,163.03,1077.0,0
29,0.00075,0.999858,0.014342,0.996822,0.996844,0.003178,0.00011789606450170116,162.59,1079.9,0
30,0.000802,0.999846,0.014267,0.996874,0.996896,0.003126,0.0,162.28,1082.0,0
