poda global por magnitude: alvo 95.00% -> obtida 95.0000% dos pesos podáveis (1.26 M não-nulos de 23.54 M)
run       : eixo2b_prunefirst_resnet50_p95_s0
arch      : resnet50 (pretrained=True)  seed=0
manifesto : v2 ed5c1eb749ec9e72...  mask=None
fit/val/test: 175,591 / 19,511 / 83,613 imgs  (11,805 / 2,268 / 6,044 sujeitos)
batch 96 | steps/epoch 1,829 | epochs 30 | warmup 2 ep | early stop patience off
epoch 1/30:   0%|          | 0/1829 [00:00<?, ?it/s]/home/ezenere/Documents/Faculdade/TCC/src/train.py:132: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
  scheduler.step()
val 1/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 1/30: train 0.9371/0.7178 | val loss 0.0605 acc 0.9823 f1 0.9823 err 1.7682% * | 171s 1026 img/s
val 2/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 2/30: train 0.0433/0.9870 | val loss 0.0374 acc 0.9896 f1 0.9896 err 1.0404% * | 163s 1079 img/s
val 3/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 3/30: train 0.0267/0.9919 | val loss 0.0288 acc 0.9920 f1 0.9920 err 0.7995% * | 163s 1074 img/s
val 4/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 4/30: train 0.0179/0.9947 | val loss 0.0224 acc 0.9943 f1 0.9943 err 0.5740% * | 164s 1072 img/s
val 5/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 5/30: train 0.0152/0.9956 | val loss 0.0224 acc 0.9941 f1 0.9941 err 0.5945%  | 163s 1077 img/s
val 6/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 6/30: train 0.0128/0.9964 | val loss 0.0205 acc 0.9945 f1 0.9945 err 0.5484% * | 163s 1075 img/s
val 7/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 7/30: train 0.0116/0.9967 | val loss 0.0175 acc 0.9954 f1 0.9954 err 0.4562% * | 165s 1061 img/s
val 8/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 8/30: train 0.0102/0.9972 | val loss 0.0222 acc 0.9946 f1 0.9946 err 0.5382%  | 164s 1070 img/s
val 9/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 9/30: train 0.0100/0.9972 | val loss 0.0184 acc 0.9947 f1 0.9948 err 0.5279%  | 162s 1083 img/s
val 10/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 10/30: train 0.0089/0.9975 | val loss 0.0159 acc 0.9955 f1 0.9956 err 0.4459% * | 163s 1077 img/s
val 11/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 11/30: train 0.0078/0.9978 | val loss 0.0158 acc 0.9960 f1 0.9960 err 0.4049% * | 162s 1082 img/s
val 12/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 12/30: train 0.0082/0.9977 | val loss 0.0177 acc 0.9953 f1 0.9954 err 0.4664%  | 163s 1080 img/s
val 13/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 13/30: train 0.0071/0.9980 | val loss 0.0185 acc 0.9946 f1 0.9946 err 0.5433%  | 163s 1077 img/s
val 14/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 14/30: train 0.0057/0.9984 | val loss 0.0152 acc 0.9956 f1 0.9957 err 0.4357%  | 163s 1077 img/s
val 15/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 15/30: train 0.0057/0.9985 | val loss 0.0153 acc 0.9957 f1 0.9957 err 0.4305%  | 164s 1073 img/s
val 16/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 16/30: train 0.0047/0.9987 | val loss 0.0159 acc 0.9960 f1 0.9960 err 0.4049%  | 164s 1070 img/s
val 17/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 17/30: train 0.0043/0.9989 | val loss 0.0162 acc 0.9958 f1 0.9958 err 0.4203%  | 163s 1075 img/s
val 18/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 18/30: train 0.0032/0.9991 | val loss 0.0161 acc 0.9958 f1 0.9959 err 0.4152%  | 163s 1080 img/s
val 19/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 19/30: train 0.0027/0.9994 | val loss 0.0135 acc 0.9966 f1 0.9966 err 0.3434% * | 163s 1076 img/s
val 20/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 20/30: train 0.0022/0.9994 | val loss 0.0135 acc 0.9964 f1 0.9964 err 0.3639%  | 164s 1073 img/s
val 21/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 21/30: train 0.0018/0.9996 | val loss 0.0151 acc 0.9966 f1 0.9966 err 0.3434% * | 165s 1064 img/s
val 22/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 22/30: train 0.0014/0.9997 | val loss 0.0145 acc 0.9967 f1 0.9967 err 0.3280% * | 164s 1072 img/s
val 23/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 23/30: train 0.0013/0.9997 | val loss 0.0132 acc 0.9968 f1 0.9968 err 0.3178% * | 163s 1075 img/s
val 24/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 24/30: train 0.0011/0.9998 | val loss 0.0141 acc 0.9969 f1 0.9969 err 0.3126% * | 163s 1079 img/s
val 25/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 25/30: train 0.0009/0.9998 | val loss 0.0140 acc 0.9970 f1 0.9970 err 0.3024% * | 162s 1081 img/s
val 26/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 26/30: train 0.0010/0.9998 | val loss 0.0143 acc 0.9969 f1 0.9969 err 0.3126%  | 162s 1083 img/s
val 27/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 27/30: train 0.0008/0.9998 | val loss 0.0144 acc 0.9968 f1 0.9968 err 0.3178%  | 162s 1082 img/s
val 28/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 28/30: train 0.0008/0.9998 | val loss 0.0144 acc 0.9970 f1 0.9970 err 0.3024%  | 163s 1077 img/s
val 29/30:   0%|          | 0/102 [00:00<?, ?it/s]
epoca 29/30: train 0.0008/0.9999 | val loss 0.0143 acc 0.9968 f1 0.9968 err 0.3178%  | 163s 1080 img/s
val 30/30:   0%|          | 0/102 [00:00<?, ?it/s]
