epoch,train_loss,train_acc,val_loss,val_acc,val_f1_macro,val_error_rate,lr,epoch_time_s,throughput_img_s,is_best
1,0.398235,0.88827,0.038609,0.989134,0.989106,0.010866,0.018760251503553853,170.39,1030.5,1
2,0.02848,0.991787,0.060637,0.982318,0.982391,0.017682,0.0375,190.03,924.0,0
3,0.021795,0.993792,0.028769,0.992517,0.99253,0.007483,0.0373821039354983,161.91,1084.5,1
4,0.015424,0.995524,0.018808,0.994721,0.994729,0.005279,0.03702989835340919,162.1,1083.2,1
5,0.012559,0.996315,0.021175,0.994055,0.994032,0.005945,0.03644781244328189,161.92,1084.4,0
6,0.010126,0.997175,0.018465,0.994875,0.994863,0.005125,0.03564316627317036,164.59,1066.8,1
7,0.011825,0.99656,0.022311,0.994516,0.994541,0.005484,0.03462607873553033,163.46,1074.2,0
8,0.010096,0.997152,0.021945,0.994618,0.994596,0.005382,0.03340934029627556,161.75,1085.5,0
9,0.009515,0.997249,0.019115,0.994516,0.994517,0.005484,0.032008252147247764,161.91,1084.4,0
10,0.007922,0.997733,0.019495,0.995182,0.99518,0.004818,0.030440433784851253,161.77,1085.4,1
11,0.008343,0.997636,0.017526,0.995182,0.995182,0.004818,0.02872560143466256,162.16,1082.8,1
12,0.006788,0.998081,0.016673,0.996002,0.996009,0.003998,0.02688532010845421,161.63,1086.4,1
13,0.00627,0.9982,0.019058,0.994926,0.99497,0.005074,0.024942732411659386,161.99,1083.9,0
14,0.0067,0.998138,0.018503,0.995592,0.995609,0.004408,0.022922267511680892,162.06,1083.4,0
15,0.005643,0.998474,0.018172,0.994823,0.994843,0.005177,0.02084933392693702,161.83,1085.0,0
16,0.00533,0.998479,0.014672,0.99631,0.9963,0.00369,0.01875,161.54,1086.9,1
17,0.003902,0.998992,0.015039,0.996515,0.996524,0.003485,0.016650666073062977,162.55,1080.2,1
18,0.00296,0.999186,0.018248,0.995541,0.995512,0.004459,0.014577732488319105,161.46,1087.5,0
19,0.002415,0.999362,0.014122,0.996464,0.99648,0.003536,0.012557267588340623,161.89,1084.6,0
20,0.002004,0.999442,0.017605,0.995951,0.995977,0.004049,0.010614679891545785,161.67,1086.1,0
21,0.001469,0.999573,0.014979,0.996566,0.996579,0.003434,0.008774398565337441,161.29,1088.6,1
22,0.001261,0.999636,0.013967,0.996771,0.996776,0.003229,0.007059566215148747,161.51,1087.2,1
23,0.001024,0.999721,0.013173,0.996669,0.996686,0.003331,0.005491747852752235,161.88,1084.7,0
24,0.000761,0.999766,0.014817,0.996617,0.99664,0.003383,0.004090659703724441,162.47,1080.7,0
25,0.000546,0.999846,0.014249,0.996976,0.99699,0.003024,0.0028739212644696725,160.89,1091.3,1
26,0.000594,0.999852,0.014716,0.996515,0.996541,0.003485,0.001856833726829643,162.17,1082.7,0
27,0.0004,0.999926,0.014735,0.996771,0.996794,0.003229,0.001052187556718108,163.26,1075.5,0
28,0.00035,0.999937,0.014692,0.996976,0.996996,0.003024,0.0004701016465908071,163.57,1073.5,1
29,0.000396,0.999903,0.014551,0.996771,0.996794,0.003229,0.00011789606450170116,160.0,1097.4,0
30,0.0004,0.999915,0.014707,0.996822,0.996847,0.003178,0.0,159.91,1098.0,0
