epoch,train_loss,train_acc,val_loss,val_acc,val_f1_macro,val_error_rate,lr,epoch_time_s,throughput_img_s,is_best
1,0.458093,0.873974,0.062034,0.979089,0.978998,0.020911,0.0187636761487965,131.43,1001.4,1
2,0.033133,0.990001,0.03945,0.989186,0.989224,0.010814,0.0375,122.42,1075.1,1
3,0.025025,0.992577,0.033137,0.990416,0.990438,0.009584,0.0373821039354983,122.86,1071.3,1
4,0.01705,0.995221,0.022878,0.993337,0.993345,0.006663,0.03702989835340919,124.61,1056.2,1
5,0.013314,0.996247,0.038035,0.990364,0.990205,0.009636,0.03644781244328189,125.24,1050.9,0
6,0.010772,0.997029,0.026381,0.992158,0.992123,0.007842,0.03564316627317036,123.18,1068.5,0
7,0.010807,0.996885,0.020132,0.99508,0.995097,0.00492,0.03462607873553033,122.48,1074.6,1
8,0.008739,0.997538,0.019102,0.994055,0.994059,0.005945,0.03340934029627556,122.52,1074.3,0
9,0.008358,0.997584,0.021926,0.994465,0.994462,0.005535,0.032008252147247764,122.59,1073.7,0
10,0.008005,0.997652,0.02028,0.994362,0.994345,0.005638,0.030440433784851253,120.48,1092.4,0
11,0.006794,0.99804,0.018203,0.995285,0.995295,0.004715,0.02872560143466256,120.13,1095.6,1
12,0.007012,0.997987,0.016562,0.996259,0.996255,0.003741,0.02688532010845421,120.35,1093.6,1
13,0.005901,0.998268,0.019918,0.994772,0.994752,0.005228,0.024942732411659386,120.51,1092.2,0
14,0.005276,0.998351,0.014478,0.996259,0.996272,0.003741,0.022922267511680892,120.67,1090.7,1
15,0.003779,0.998951,0.014097,0.996412,0.996417,0.003588,0.02084933392693702,120.56,1091.7,1
16,0.002978,0.999126,0.019007,0.995182,0.995184,0.004818,0.01875,120.71,1090.4,0
17,0.002534,0.999278,0.016701,0.995695,0.995717,0.004305,0.016650666073062977,120.53,1092.0,0
18,0.00236,0.999301,0.016779,0.995848,0.995865,0.004152,0.014577732488319105,120.55,1091.8,0
19,0.001514,0.999559,0.016731,0.996105,0.996115,0.003895,0.012557267588340623,120.48,1092.5,0
20,0.001022,0.999734,0.015487,0.996617,0.996632,0.003383,0.010614679891545785,120.41,1093.1,1
21,0.000807,0.999764,0.015209,0.99672,0.99672,0.00328,0.008774398565337441,120.56,1091.7,1
22,0.000628,0.999848,0.015247,0.996669,0.996676,0.003331,0.007059566215148747,120.58,1091.5,0
23,0.000382,0.999901,0.014992,0.997027,0.997031,0.002973,0.005491747852752235,120.29,1094.1,1
24,0.000334,0.999939,0.015755,0.997079,0.997086,0.002921,0.004090659703724441,120.36,1093.5,1
25,0.000307,0.999954,0.016229,0.996874,0.996885,0.003126,0.0028739212644696725,120.16,1095.3,0
26,0.000299,0.999954,0.016015,0.997027,0.997037,0.002973,0.001856833726829643,131.04,1004.4,0
27,0.000262,0.999924,0.015592,0.99713,0.99714,0.00287,0.001052187556718108,128.56,1023.8,1
28,0.000235,0.999962,0.01541,0.99713,0.997142,0.00287,0.0004701016465908071,121.39,1084.2,1
29,0.000238,0.999962,0.015635,0.996976,0.996987,0.003024,0.00011789606450170116,126.13,1043.5,0
30,0.00024,0.999939,0.015347,0.99713,0.997137,0.00287,0.0,125.95,1045.0,0
