arch,backend,precision,n_seeds,acc_mean,f1_mean,err_mean,err_std,err_ratio_mean,err_ratio_std,artifact_mib,size_ratio,eval_img_s
densenet121,cpu-fbgemm,int8,3,0.9975641746299418,0.9975827319948731,0.0024358253700581165,7.209062912875544e-05,1.237899201596834,0.06631788623449193,7.693503379821777,0.2832221511446061,475.9333333333334
densenet121,gpu-tensorrt,fp16,3,0.9980345958961725,0.9980505434329551,0.001965404103827543,4.527930940400663e-05,0.9980039920159723,0.0034571872406489773,14.95126978556315,0.5504034484623367,3198.2000000000003
densenet121,gpu-tensorrt,fp32,3,0.9980266226543719,0.9980428834888396,0.00197337734562808,5.213183289129257e-05,1.0019960079840462,0.003457187240680987,34.29501469930013,1.2625077753454732,1670.0666666666666
densenet121,gpu-tensorrt,int8,3,0.997903037406464,0.997920249228009,0.002096962593536089,1.8268992042549188e-05,1.0651821357285511,0.02632050761644164,14.70363744099935,0.5412873199760232,1102.1333333333332
resnet50,cpu-fbgemm,int8,3,0.9978472247138602,0.9978669446771727,0.0021527752861397,0.00016743807781085694,1.0387070091507216,0.07166078634389493,23.016221046447754,0.2554085983435658,452.3
resnet50,gpu-tensorrt,fp16,3,0.9979229705109652,0.9979427938039187,0.002077029489034802,8.140910247873925e-05,1.0020096220248529,0.006636873634047129,45.52792739868164,0.5052186498782155,5067.666666666667
resnet50,gpu-tensorrt,fp32,3,0.997934930373666,0.9979545975422631,0.002065069626334015,0.00010171744283924578,0.9959490159642413,0.00897700807088502,100.7849489847819,1.1184000406662655,1965.2333333333333
resnet50,gpu-tensorrt,int8,3,0.9979149972691648,0.9979350166326822,0.0020850027308353023,0.00010852106401966206,1.00572320039087,0.028154883943368084,23.94578679402669,0.2657238922477303,3845.4
