arch,n_seeds,acc_mean,acc_std,f1_mean,f1_std,err_mean,err_std,epoch_time_s,throughput_img_s,err_ratio_vs_resnet50
densenet121,3,0.9980306092752723,4.8335209648306945e-05,0.9980467785674586,4.787321107003758e-05,0.001969390724727793,4.8335209648306945e-05,203.4617777777778,863.4077777777778,0.9499999999999847
resnet50,3,0.9979269571318654,8.651977728428425e-05,0.9979468631457479,8.698708776455826e-05,0.0020730428681345523,8.65197772842791e-05,164.41388888888892,1068.5655555555556,1.0
